TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_33807_CDS_0007
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_23865_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_33805_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_51953_CDS_0010
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_63057_CDS_0009
TemPhD_cluster_52382_CDS_0008	NC_055844.1_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_37844_CDS_0008
TemPhD_cluster_52382_CDS_0008	MGV-GENOME-0216186_CDS_0012
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_62953_CDS_0011
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_9963_CDS_0009
TemPhD_cluster_52382_CDS_0008	MGV-GENOME-4406672_CDS_0008
TemPhD_cluster_52382_CDS_0008	NC_004745.1_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_15215_CDS_0007
TemPhD_cluster_52382_CDS_0008	uvig_315197_CDS_0009
TemPhD_cluster_52382_CDS_0008	MGV-GENOME-0227212_CDS_0007
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_52349_CDS_0007
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_51929_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_52018_CDS_0009
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_33725_CDS_0009
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_23882_CDS_0009
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_38311_CDS_0007
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_52275_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_52209_CDS_0009
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_52222_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_62958_CDS_0009
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_51960_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_23866_CDS_0007
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_20023_CDS_0009
TemPhD_cluster_52382_CDS_0008	NC_049461.1_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_62933_CDS_0009
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_37904_CDS_0010
TemPhD_cluster_52382_CDS_0008	SAMN09781779_a1_ct39878_CDS_0011
TemPhD_cluster_52382_CDS_0008	MGV-GENOME-0232811_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_33833_CDS_0009
TemPhD_cluster_52382_CDS_0008	NC_049457.1_CDS_0012
TemPhD_cluster_52382_CDS_0008	NC_005056.1_CDS_0010
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_28372_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_62821_CDS_0010
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_28453_CDS_0008
TemPhD_cluster_52382_CDS_0008	TemPhD_cluster_20685_CDS_0008
TemPhD_cluster_52155_CDS_0033	TemPhD_cluster_52155_CDS_0033
TemPhD_cluster_52155_CDS_0033	TemPhD_cluster_9973_CDS_0032
TemPhD_cluster_52155_CDS_0033	NC_055844.1_CDS_0032
TemPhD_cluster_52155_CDS_0033	TemPhD_cluster_38311_CDS_0029
TemPhD_cluster_52155_CDS_0033	TemPhD_cluster_62933_CDS_0033
TemPhD_cluster_52155_CDS_0033	TemPhD_cluster_37938_CDS_0033
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_33805_CDS_0024
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_23865_CDS_0025
TemPhD_cluster_33805_CDS_0024	MGV-GENOME-4406672_CDS_0024
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_23882_CDS_0025
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_33833_CDS_0026
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_52382_CDS_0024
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_62992_CDS_0027
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_37938_CDS_0025
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_51932_CDS_0025
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_37906_CDS_0026
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_52112_CDS_0025
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_63096_CDS_0025
TemPhD_cluster_33805_CDS_0024	TemPhD_cluster_52155_CDS_0025
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_38170_CDS_0040
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_62779_CDS_0043
TemPhD_cluster_38170_CDS_0040	MGV-GENOME-0205381_CDS_0036
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_20685_CDS_0042
TemPhD_cluster_38170_CDS_0040	MGV-GENOME-0230591_CDS_0042
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_62992_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_51656_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_37938_CDS_0040
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52091_CDS_0042
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_51932_CDS_0040
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_37906_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52112_CDS_0040
TemPhD_cluster_38170_CDS_0040	MGV-GENOME-0230157_CDS_0042
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_63096_CDS_0040
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52155_CDS_0040
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_37825_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_33809_CDS_0038
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_9973_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_28392_CDS_0046
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52379_CDS_0042
TemPhD_cluster_38170_CDS_0040	NC_022750.1_CDS_0042
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_38191_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_63038_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_62972_CDS_0042
TemPhD_cluster_38170_CDS_0040	MGV-GENOME-0216186_CDS_0038
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52262_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_38190_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_63155_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_33807_CDS_0040
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_23865_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_63057_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_33805_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_51953_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_62953_CDS_0041
TemPhD_cluster_38170_CDS_0040	NC_055844.1_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_15215_CDS_0036
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_9963_CDS_0039
TemPhD_cluster_38170_CDS_0040	NC_004745.1_CDS_0038
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_37844_CDS_0040
TemPhD_cluster_38170_CDS_0040	MGV-GENOME-4406672_CDS_0039
TemPhD_cluster_38170_CDS_0040	MGV-GENOME-0227212_CDS_0037
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52349_CDS_0038
TemPhD_cluster_38170_CDS_0040	uvig_315197_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_33725_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_23882_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_38311_CDS_0036
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52018_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52275_CDS_0038
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_51929_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_62958_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52209_CDS_0040
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52222_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_20023_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_51960_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_23866_CDS_0039
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_62933_CDS_0040
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_37904_CDS_0041
TemPhD_cluster_38170_CDS_0040	SAMN09781779_a1_ct39878_CDS_0042
TemPhD_cluster_38170_CDS_0040	NC_049461.1_CDS_0041
TemPhD_cluster_38170_CDS_0040	MGV-GENOME-0171006_CDS_0030
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_33833_CDS_0040
TemPhD_cluster_38170_CDS_0040	MGV-GENOME-0168725_CDS_0030
TemPhD_cluster_38170_CDS_0040	MGV-GENOME-0232811_CDS_0040
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_28453_CDS_0038
TemPhD_cluster_38170_CDS_0040	NC_005056.1_CDS_0041
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_62821_CDS_0041
TemPhD_cluster_38170_CDS_0040	NC_049457.1_CDS_0044
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_52382_CDS_0038
TemPhD_cluster_38170_CDS_0040	TemPhD_cluster_28372_CDS_0040
TemPhD_cluster_38170_CDS_0040	NC_055846.1_CDS_0038
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52018_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_33725_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_23882_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_51929_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_38311_CDS_0017
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52275_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52209_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52222_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_62958_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_51960_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_23866_CDS_0018
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_20023_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_62933_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_37904_CDS_0021
TemPhD_cluster_52018_CDS_0020	NC_049461.1_CDS_0020
TemPhD_cluster_52018_CDS_0020	MGV-GENOME-0232811_CDS_0019
TemPhD_cluster_52018_CDS_0020	SAMN09781779_a1_ct39878_CDS_0023
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_33833_CDS_0021
TemPhD_cluster_52018_CDS_0020	NC_005056.1_CDS_0021
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_28372_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_62821_CDS_0021
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_28453_CDS_0019
TemPhD_cluster_52018_CDS_0020	NC_049457.1_CDS_0024
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_20685_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52382_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_62779_CDS_0022
TemPhD_cluster_52018_CDS_0020	NC_055846.1_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_38170_CDS_0020
TemPhD_cluster_52018_CDS_0020	MGV-GENOME-0230591_CDS_0022
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52091_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_62992_CDS_0022
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_37938_CDS_0020
TemPhD_cluster_52018_CDS_0020	MGV-GENOME-0205381_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_51656_CDS_0020
TemPhD_cluster_52018_CDS_0020	MGV-GENOME-0168725_CDS_0018
TemPhD_cluster_52018_CDS_0020	MGV-GENOME-0171006_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_51932_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_37906_CDS_0021
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52112_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_28392_CDS_0023
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_63096_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52155_CDS_0020
TemPhD_cluster_52018_CDS_0020	MGV-GENOME-0230157_CDS_0023
TemPhD_cluster_52018_CDS_0020	NC_022750.1_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_37825_CDS_0022
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_9973_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52379_CDS_0022
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_38191_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_33809_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_62972_CDS_0021
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52262_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_38190_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_63155_CDS_0018
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_63038_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_33807_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_33805_CDS_0019
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_51953_CDS_0021
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_23865_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_63057_CDS_0020
TemPhD_cluster_52018_CDS_0020	NC_055844.1_CDS_0019
TemPhD_cluster_52018_CDS_0020	MGV-GENOME-0216186_CDS_0023
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_62953_CDS_0022
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_15215_CDS_0017
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_37844_CDS_0020
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_9963_CDS_0020
TemPhD_cluster_52018_CDS_0020	MGV-GENOME-4406672_CDS_0019
TemPhD_cluster_52018_CDS_0020	NC_004745.1_CDS_0019
TemPhD_cluster_52018_CDS_0020	uvig_315197_CDS_0020
TemPhD_cluster_52018_CDS_0020	MGV-GENOME-0227212_CDS_0018
TemPhD_cluster_52018_CDS_0020	TemPhD_cluster_52349_CDS_0018
MGV-GENOME-0230157_CDS_0004	MGV-GENOME-0230157_CDS_0004
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_37904_CDS_0003
MGV-GENOME-0230157_CDS_0004	SAMN09781779_a1_ct39878_CDS_0004
MGV-GENOME-0230157_CDS_0004	NC_049457.1_CDS_0004
MGV-GENOME-0230157_CDS_0004	NC_005056.1_CDS_0003
MGV-GENOME-0230157_CDS_0004	MGV-GENOME-0230591_CDS_0004
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_33725_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_62958_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_38170_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_63057_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_52262_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_51953_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_23882_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_62821_CDS_0003
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_51932_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_37844_CDS_0002
MGV-GENOME-0230157_CDS_0004	MGV-GENOME-4406672_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_62992_CDS_0002
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_63096_CDS_0003
MGV-GENOME-0230157_CDS_0004	TemPhD_cluster_37906_CDS_0003
TemPhD_cluster_63096_CDS_0002	TemPhD_cluster_63096_CDS_0002
TemPhD_cluster_63096_CDS_0002	NC_005056.1_CDS_0002
TemPhD_cluster_63096_CDS_0002	TemPhD_cluster_37906_CDS_0002
TemPhD_cluster_63057_CDS_0025	TemPhD_cluster_63057_CDS_0025
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52275_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_38311_CDS_0015
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52209_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52222_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_62958_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_51960_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_23866_CDS_0016
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_20023_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_62933_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_37904_CDS_0019
TemPhD_cluster_52275_CDS_0017	SAMN09781779_a1_ct39878_CDS_0020
TemPhD_cluster_52275_CDS_0017	MGV-GENOME-0232811_CDS_0017
TemPhD_cluster_52275_CDS_0017	NC_049457.1_CDS_0021
TemPhD_cluster_52275_CDS_0017	NC_005056.1_CDS_0019
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_28372_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_62821_CDS_0019
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_28453_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_20685_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52382_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_62779_CDS_0020
TemPhD_cluster_52275_CDS_0017	NC_055846.1_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_38170_CDS_0018
TemPhD_cluster_52275_CDS_0017	MGV-GENOME-0230591_CDS_0020
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52091_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_62992_CDS_0020
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_51656_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_37938_CDS_0018
TemPhD_cluster_52275_CDS_0017	MGV-GENOME-0205381_CDS_0017
TemPhD_cluster_52275_CDS_0017	MGV-GENOME-0168725_CDS_0016
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_51932_CDS_0017
TemPhD_cluster_52275_CDS_0017	MGV-GENOME-0171006_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52112_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_37906_CDS_0019
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_28392_CDS_0021
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_63096_CDS_0018
TemPhD_cluster_52275_CDS_0017	MGV-GENOME-0230157_CDS_0021
TemPhD_cluster_52275_CDS_0017	NC_022750.1_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_37825_CDS_0019
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_9973_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52379_CDS_0020
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_62972_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_38191_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_33809_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52262_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_38190_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_63155_CDS_0016
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_63038_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_23865_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_33805_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_51953_CDS_0019
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_63057_CDS_0018
TemPhD_cluster_52275_CDS_0017	NC_055844.1_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_37844_CDS_0017
TemPhD_cluster_52275_CDS_0017	MGV-GENOME-0216186_CDS_0021
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_62953_CDS_0020
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_15215_CDS_0015
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_9963_CDS_0018
TemPhD_cluster_52275_CDS_0017	MGV-GENOME-4406672_CDS_0017
TemPhD_cluster_52275_CDS_0017	NC_004745.1_CDS_0017
TemPhD_cluster_52275_CDS_0017	uvig_315197_CDS_0018
TemPhD_cluster_52275_CDS_0017	MGV-GENOME-0227212_CDS_0016
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52349_CDS_0016
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52018_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_33725_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_23882_CDS_0018
TemPhD_cluster_52275_CDS_0017	NC_049461.1_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_33833_CDS_0018
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_52155_CDS_0017
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_33807_CDS_0016
TemPhD_cluster_52275_CDS_0017	TemPhD_cluster_51929_CDS_0017
TemPhD_cluster_52112_CDS_0003	TemPhD_cluster_52112_CDS_0003
TemPhD_cluster_52112_CDS_0003	TemPhD_cluster_23865_CDS_0003
TemPhD_cluster_52112_CDS_0003	TemPhD_cluster_33805_CDS_0003
TemPhD_cluster_52112_CDS_0003	TemPhD_cluster_51929_CDS_0003
TemPhD_cluster_52112_CDS_0003	TemPhD_cluster_51960_CDS_0003
TemPhD_cluster_52112_CDS_0003	MGV-GENOME-0232811_CDS_0003
TemPhD_cluster_52112_CDS_0003	TemPhD_cluster_63038_CDS_0003
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_37825_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_9973_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_62972_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_38191_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_33809_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_38190_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_62953_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_9963_CDS_0002
TemPhD_cluster_37825_CDS_0002	uvig_315197_CDS_0002
TemPhD_cluster_37825_CDS_0002	NC_004745.1_CDS_0002
TemPhD_cluster_37825_CDS_0002	SAMN09781779_a1_ct39878_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_37904_CDS_0002
TemPhD_cluster_37825_CDS_0002	NC_049457.1_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_33833_CDS_0002
TemPhD_cluster_37825_CDS_0002	TemPhD_cluster_62821_CDS_0002
TemPhD_cluster_37825_CDS_0002	MGV-GENOME-0230591_CDS_0002
TemPhD_cluster_37825_CDS_0002	NC_055846.1_CDS_0002
TemPhD_cluster_37825_CDS_0002	MGV-GENOME-0230157_CDS_0002
NC_055844.1_CDS_0024	NC_055844.1_CDS_0024
NC_055844.1_CDS_0024	NC_055846.1_CDS_0024
NC_055844.1_CDS_0024	TemPhD_cluster_33809_CDS_0025
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_15215_CDS_0021
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_38311_CDS_0021
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_62958_CDS_0024
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_51960_CDS_0023
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_23866_CDS_0022
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_51656_CDS_0024
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_9973_CDS_0024
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_33809_CDS_0024
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_63155_CDS_0022
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_52091_CDS_0025
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_28392_CDS_0027
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_52379_CDS_0026
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_38190_CDS_0024
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_38191_CDS_0025
TemPhD_cluster_15215_CDS_0021	TemPhD_cluster_52262_CDS_0025
SAMN09781779_a1_ct39878_CDS_0016	SAMN09781779_a1_ct39878_CDS_0016
SAMN09781779_a1_ct39878_CDS_0016	NC_049461.1_CDS_0013
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_62933_CDS_0014
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_37904_CDS_0015
SAMN09781779_a1_ct39878_CDS_0016	MGV-GENOME-0232811_CDS_0013
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_33833_CDS_0014
SAMN09781779_a1_ct39878_CDS_0016	NC_049457.1_CDS_0017
SAMN09781779_a1_ct39878_CDS_0016	NC_005056.1_CDS_0015
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_28372_CDS_0013
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_62821_CDS_0015
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_28453_CDS_0013
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_20685_CDS_0013
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_52382_CDS_0013
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_62779_CDS_0016
SAMN09781779_a1_ct39878_CDS_0016	NC_055846.1_CDS_0013
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_38170_CDS_0014
SAMN09781779_a1_ct39878_CDS_0016	MGV-GENOME-0230591_CDS_0016
SAMN09781779_a1_ct39878_CDS_0016	TemPhD_cluster_52091_CDS_0014
